City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
264,katsuren-haebaru,26.3369,127.8719,14.21,46,75,6.17,JP,1738717197
265,kabansk,52.0486,106.6528,-16.44,77,100,6.02,RU,1738717198
266,ito,34.9667,139.0833,4.82,54,6,1.34,JP,1738717112
267,kavieng,-2.5744,150.7967,29.43,67,74,4.37,PG,1738717204
268,portland,45.5234,-122.6762,5.9,74,100,2.68,US,1738716984
269,bridgewater,44.3835,-64.5155,-4.18,75,14,8.23,CA,1738717206
270,krasnyy chikoy,50.3643,108.7512,-17.72,88,100,7.5,RU,1738717208
271,glace bay,46.1969,-59.957,-5.48,74,40,6.17,CA,1738717209
272,gizo,-8.103,156.8419,29.14,72,100,4.83,SB,1738717210
273,prainha,-1.8,-53.48,23.2,87,97,1.29,BR,1738717211
274,shizukuishi,39.6833,140.9833,-4.23,85,95,8.62,JP,1738717212
275,selfoss,63.9331,-20.9971,-0.53,62,100,15.81,IS,1738717213
276,aykhal,66.0,111.5,-30.12,82,100,2.23,RU,1738717214
277,taltal,-25.4,-70.4833,19.27,88,32,1.41,CL,1738716499
278,taungoo,18.9333,96.4333,19.18,70,23,1.15,MM,1738717217
279,alice springs,-23.7,133.8833,32.75,27,3,10.8,AU,1738716654
280,angaur state,6.906,134.13,27.19,77,100,6.63,PW,1738717219
281,shchastya,48.7396,39.2323,-1.88,80,93,5.18,UA,1738717220
282,ust'-barguzin,53.45,108.9833,-21.8,94,100,0.96,RU,1738717221
283,tauranga,-37.6861,176.1667,26.64,65,94,1.34,NZ,1738717222
284,ilongero,-4.6667,34.8667,15.83,93,75,0.91,TZ,1738717223
285,happy valley-goose bay,53.3168,-60.3315,-14.83,66,75,6.69,CA,1738717224
286,rio gallegos,-51.6226,-69.2181,16.03,31,0,4.63,AR,1738717028
287,saint-joseph,-21.3667,55.6167,26.21,80,98,1.2,RE,1738716941
288,horyuji,34.6167,135.7333,3.55,60,20,5.66,JP,1738717228
289,sianow,54.2265,16.2913,-0.1,78,81,2.87,PL,1738717229
290,chardara,41.2547,67.9692,3.94,57,100,2.3,KZ,1738717230
291,oodweyne,9.4092,45.064,14.02,47,8,1.15,SO,1738717231
292,hays,30.0502,-98.0336,23.17,74,0,3.58,US,1738717232
293,avarua,-21.2078,-159.775,27.03,94,100,1.03,CK,1738717233
294,murzuq,25.9155,13.9184,14.91,35,100,4.33,LY,1738717234
295,uttarkashi,30.7333,78.45,3.48,66,3,2.83,IN,1738717235
296,bubaque,11.2833,-15.8333,25.16,50,100,7.24,GW,1738717236
297,yarmouth,41.7057,-70.2286,0.54,56,72,12.96,US,1738717238
298,sydney,-33.8679,151.2073,32.72,63,6,2.24,AU,1738717139
299,chui,-33.6971,-53.4616,24.38,92,39,3.51,UY,1738717240
300,harper,4.375,-7.7169,26.39,85,12,2.63,LR,1738716948
301,moyamba,8.1667,-12.4333,21.31,77,99,0.18,SL,1738717242
302,port douglas,-16.4833,145.4667,27.61,86,100,3.1,AU,1738717243
303,dhidhdhoo,6.8833,73.1,27.6,70,3,2.8,MV,1738717244
304,kenai,60.5544,-151.2583,-4.92,80,0,1.54,US,1738717245
305,rio grande,-32.035,-52.0986,24.59,94,1,5.98,BR,1738717247
306,yuxia,34.0615,108.6291,2.38,32,55,1.35,CN,1738717248
307,uglekamensk,43.2172,133.2303,-17.05,57,100,5.38,RU,1738717249
308,codrington,-38.2667,141.9667,19.1,48,7,8.04,AU,1738717251
309,cabedelo,-6.9811,-34.8339,24.37,83,100,5.44,BR,1738717254
310,axim,4.8699,-2.2405,26.74,86,65,3.98,GH,1738717255
311,kapoeta,4.7717,33.5903,27.53,28,51,8.39,SS,1738717256
312,terenos,-20.4422,-54.8603,25.84,88,40,2.06,BR,1738717258
313,n'zeto,-7.2312,12.8666,26.45,87,100,1.23,AO,1738717259
314,jumla,29.2747,82.1838,-0.11,92,50,3.15,NP,1738717260
315,jamestown,42.097,-79.2353,-5.2,73,100,4.63,US,1738717261
316,mangrol,21.1167,70.1167,16.84,78,6,6.28,IN,1738717262
317,srandakan,-7.9386,110.2506,25.65,85,100,2.62,ID,1738717038
318,choyr,46.3611,108.3611,-18.35,80,89,6.88,MN,1738717265
319,taro,-8.3862,115.28,24.78,78,99,1.22,ID,1738717266
320,cockburn town,21.4612,-71.1419,24.96,70,23,8.55,TC,1738716891
321,inverell,-29.7833,151.1167,27.28,59,100,2.24,AU,1738717268
322,fort bragg,35.139,-79.006,15.28,71,0,0.0,US,1738717271
323,zyryanskoye,56.8306,86.6258,-25.62,100,31,1.98,RU,1738717272
324,kirensk,57.7853,108.1119,-25.84,91,100,3.91,RU,1738717273
325,serowe,-22.3833,26.7167,21.08,52,8,2.57,BW,1738717276
326,hanzhong,33.0728,107.0303,4.63,45,96,1.74,CN,1738717277
327,shovot,41.6607,60.2924,0.8,53,61,2.9,UZ,1738717278
328,walvis bay,-22.9575,14.5053,18.96,83,96,1.37,NA,1738717280
329,banda aceh,5.5577,95.3222,24.54,82,100,4.34,ID,1738717281
330,yemetsk,63.4721,41.7941,-16.09,99,83,0.64,RU,1738717282
331,antsiranana,-12.2787,49.2917,24.29,89,100,4.52,MG,1738717284
332,berezovyy,51.6667,135.7,-16.36,94,100,3.96,RU,1738717286
333,isangel,-19.55,169.2667,30.06,74,75,1.03,VU,1738717288
334,madimba,-10.4,40.3333,26.56,82,100,6.31,TZ,1738717289
335,hutchinson island south,27.2995,-80.2205,23.34,92,40,3.09,US,1738717291
336,vodice,43.7608,15.7828,3.72,54,0,5.59,HR,1738717292
337,porto de moz,-1.7483,-52.2383,23.37,89,100,1.25,BR,1738717293
338,pandan,14.0453,124.1694,26.34,83,85,4.57,PH,1738717294
339,chibougamau,49.9168,-74.3659,-22.21,71,20,4.12,CA,1738717295
340,amboasary,-25.0333,46.3833,23.62,86,90,5.35,MG,1738717297
341,visby,57.6409,18.296,3.12,87,100,5.66,SE,1738717298
342,mili,6.0815,171.735,26.97,84,100,9.55,MH,1738717299
343,pass christian,30.3158,-89.2475,19.03,95,0,0.0,US,1738717073
344,al qusiyah,27.4402,30.8184,13.31,63,0,4.17,EG,1738717301
345,kaleke mandi,31.9772,73.6026,7.71,39,0,1.2,PK,1738717302
346,inhambane,-23.865,35.3833,26.63,68,68,4.63,MZ,1738717303
347,belyy yar,53.6039,91.3903,-18.06,92,99,0.0,RU,1738717304
348,mpika,-11.8343,31.4529,16.61,99,100,0.59,ZM,1738717305
349,hadibu,12.65,54.0333,21.31,71,53,5.08,YE,1738717306
350,acarau,-2.8856,-40.12,25.49,89,9,4.74,BR,1738717308
351,steamboat springs,40.485,-106.8317,2.96,77,100,1.34,US,1738717309
352,vangaindrano,-23.35,47.6,24.36,94,99,1.91,MG,1738717310
353,binuangan,8.9153,124.7883,27.09,70,74,3.09,PH,1738717311
354,arkhangel'sk,64.5401,40.5433,-12.94,85,100,2.0,RU,1738717313
355,alofi,-19.0595,-169.9187,27.94,78,75,3.09,NU,1738717314
356,revda,56.801,59.9303,-12.02,96,88,2.21,RU,1738717315
357,tindouf,27.6711,-8.1474,12.25,28,0,2.57,DZ,1738716768
358,gembu,6.7,11.2667,18.26,24,87,1.61,NG,1738717317
359,hingorja,27.2109,68.416,12.91,24,0,2.92,PK,1738717319
360,hithadhoo,-0.6,73.0833,27.68,68,6,4.57,MV,1738716739
361,pachino,36.7186,15.0907,11.87,84,19,3.1,IT,1738717321
362,sarupathar,26.1984,93.8094,14.84,72,0,1.04,IN,1738717322
363,danville,36.586,-79.395,16.21,44,0,3.09,US,1738717057
364,tzaneen,-23.8332,30.1635,22.09,86,96,0.46,ZA,1738717324
365,galle,6.0367,80.217,25.08,83,29,2.77,LK,1738717325
366,galesong,-5.3166,119.3661,27.89,74,100,2.18,ID,1738717326
367,wailea,19.8858,-155.123,23.12,94,21,1.34,US,1738717327
368,baiyin,36.5583,104.2081,-8.69,48,100,0.48,CN,1738717328
369,changli,39.7042,119.1506,-9.84,47,0,6.9,CN,1738717329
370,xam nua,20.4197,104.0439,11.33,84,58,0.8,LA,1738717330
371,majuro,7.0897,171.3803,27.17,83,80,10.55,MH,1738717331
372,novyy urengoy,66.0833,76.6333,-21.9,100,100,3.1,RU,1738717332
373,tubarjal,30.4999,38.216,11.07,39,0,4.95,SA,1738717333
374,barwadih,23.8333,84.1167,16.52,59,6,1.13,IN,1738717334
375,enriquillo,17.9,-71.2333,23.35,89,5,4.34,DO,1738717335
376,albacete,38.8333,-2.0,-2.55,80,0,0.0,ES,1738717336
377,aral,40.5156,81.2636,-5.77,71,32,2.37,CN,1738717338
378,estacion coahuila,32.1939,-115.0017,26.58,20,0,5.0,MX,1738717339
379,natal,-5.795,-35.2094,25.12,94,75,3.6,BR,1738716675
380,tazovsky,67.4667,78.7,-27.58,100,100,2.36,RU,1738717341
381,tahoua,14.8888,5.2692,23.06,11,24,4.99,NE,1738717342
382,hotan,37.0997,79.9269,-2.32,41,100,1.37,CN,1738717343
383,kattivakkam,13.2167,80.3167,24.51,70,100,1.94,IN,1738717344
384,nogliki,51.8333,143.1667,-3.4,86,100,11.5,RU,1738717345
385,mikun',62.3547,50.0771,-4.16,98,100,1.69,RU,1738717346
386,kemijarvi,66.7131,27.4306,-14.46,84,100,4.88,FI,1738717347
387,veraval,20.9,70.3667,16.34,77,0,5.57,IN,1738717348
388,leh,34.1667,77.5833,-13.98,98,100,0.62,IN,1738717349
389,labrador city,52.9463,-66.9114,-21.05,65,75,7.72,CA,1738717213
390,gadzhiyevo,69.2551,33.3362,-17.47,95,100,7.49,RU,1738717351
391,machico,32.7,-16.7667,17.35,75,40,4.12,PT,1738717352
392,arraial do cabo,-22.9661,-42.0278,24.98,88,0,4.63,BR,1738717353
393,talnakh,69.4865,88.3972,-24.52,96,95,3.01,RU,1738717354
394,raton,36.9034,-104.4391,12.34,18,0,5.14,US,1738717355
395,salinopolis,-0.6136,-47.3561,25.73,87,100,4.03,BR,1738717357
396,alghero,40.5589,8.3181,9.43,100,0,1.03,IT,1738717358
397,flying fish cove,-10.4217,105.6791,25.82,100,100,7.2,CX,1738717359
398,kununurra,-15.7667,128.7333,31.99,62,49,2.57,AU,1738717360
399,opuwo,-18.0607,13.84,20.48,86,100,3.57,NA,1738717361
400,sassnitz,54.5167,13.65,2.6,84,100,4.78,DE,1738717362
401,meadow lake,34.8014,-106.5436,17.69,17,100,5.42,US,1738717363
402,xinmin,41.9908,122.8253,-14.7,67,0,3.42,CN,1738717364
403,kalawit,8.0667,122.5167,26.94,81,100,3.85,PH,1738717365
404,asahi,35.7167,140.65,4.21,22,0,4.19,JP,1738717366
405,andalgala,-27.5819,-66.3165,29.72,39,100,0.96,AR,1738717367
406,halawa heights,21.3817,-157.9183,25.26,67,75,9.26,US,1738717368
407,jaisalmer,26.9147,70.9181,15.26,23,0,2.72,IN,1738717369
408,san sebastian de la gomera,28.0916,-17.1133,18.2,59,0,4.12,ES,1738717370
409,outjo,-20.1167,16.15,20.61,85,100,1.58,NA,1738717371
410,oliver,49.1831,-119.5524,-6.05,49,100,6.17,CA,1738717372
411,rawlins,41.7911,-107.2387,8.53,49,0,9.26,US,1738717373
412,heunghae,36.1125,129.3522,-4.76,47,1,7.89,KR,1738717374
413,robertsport,6.7533,-11.3686,25.94,85,46,3.21,LR,1738717375
414,khadyzhensk,44.4256,39.5319,-1.04,93,55,0.63,RU,1738717376
415,saryozek,44.3583,77.9753,-15.0,66,100,1.47,KZ,1738717378
416,beyneu,45.3167,55.2,-2.12,84,93,3.81,KZ,1738717379
417,saint-philippe,-21.3585,55.7679,27.31,81,99,3.73,RE,1738717380
418,segezha,63.7415,34.3222,-21.62,99,72,2.4,RU,1738717381
419,miedzyzdroje,53.9292,14.451,-0.9,77,17,4.27,PL,1738717382
420,ketchikan,55.3422,-131.6461,-0.37,62,0,4.47,US,1738717348
421,as sulayyil,20.4607,45.5779,12.22,22,62,3.1,SA,1738717384
422,baruun-urt,46.6806,113.2792,-17.95,77,100,7.7,MN,1738717276
423,piti village,13.4626,144.6933,29.49,76,75,9.26,GU,1738717386
424,polyarnyy,69.1989,33.4478,-16.72,91,100,8.67,RU,1738717387
425,kyaikkami,16.08,97.5675,24.69,80,8,3.3,MM,1738717388
426,shache,38.4167,77.2406,-5.19,41,100,1.17,CN,1738717389
427,kolonia town,6.964,158.206,30.0,74,100,7.2,FM,1738717390
428,juan griego,11.0817,-63.9655,24.56,86,8,4.64,VE,1738717391
429,pontianak,-0.0333,109.3333,23.99,100,75,2.06,ID,1738717392
430,new norfolk,-42.7826,147.0587,20.4,30,10,1.4,AU,1738717393
431,lompoc,34.6391,-120.4579,13.23,92,100,10.29,US,1738717395
432,biltine,14.5333,20.9167,22.0,17,0,5.39,TD,1738717397
433,barah,13.7,30.3667,21.71,29,0,4.79,SD,1738717398
434,savarkundla,21.3395,71.3083,15.38,68,4,3.89,IN,1738717399
435,kapa'a,22.0752,-159.319,24.18,58,0,8.23,US,1738717400
436,ingeniero guillermo n. juarez,-23.9,-61.85,33.42,28,68,4.17,AR,1738717401
437,zhalantun,48.0,122.7167,-26.42,86,8,2.56,CN,1738717402
438,ghadamis,30.1337,9.5007,9.43,37,100,3.76,LY,1738717403
439,keflavik,64.0049,-22.5624,-0.76,93,75,12.35,IS,1738717404
440,las vegas,36.175,-115.1372,23.69,18,0,7.72,US,1738717405
441,buritizeiro,-17.3511,-44.9622,23.48,80,100,1.09,BR,1738717356
442,ndele,8.4109,20.6473,23.88,23,84,1.89,CF,1738717408
443,severo-yeniseyskiy,60.3725,93.0408,-26.91,100,71,0.79,RU,1738717409
444,alaghsas,17.0187,8.0168,21.68,14,99,4.14,NE,1738717410
445,gebeit,21.0667,36.3167,16.68,91,0,1.68,SD,1738717411
446,papao,-17.75,-149.55,30.82,70,40,0.38,PF,1738717412
447,urangan,-25.3,152.9,25.2,80,100,5.11,AU,1738717413
448,lexington,37.9887,-84.4777,4.0,69,0,4.12,US,1738717231
449,san patricio,28.017,-97.5169,21.97,92,100,3.77,US,1738717417
450,omutinskiy,56.4745,67.6709,-11.13,98,100,1.67,RU,1738717418
451,tromso,69.6496,18.957,-2.99,68,100,10.8,NO,1738717180
452,yangjiang,21.85,111.9667,14.69,51,96,2.85,CN,1738717169
453,kavaratti,10.5669,72.642,27.61,70,50,5.06,IN,1738717422
454,barra de sao francisco,-18.755,-40.8908,21.16,85,0,1.35,BR,1738717211
455,nagqu,31.5,92.0,-7.46,26,0,0.17,CN,1738717425
456,laguna,38.421,-121.4238,13.98,90,100,15.43,US,1738717426
457,tarutyne,46.1858,29.1506,-2.09,76,58,3.93,UA,1738717427
458,kangding,30.0513,101.9603,4.35,61,30,1.07,CN,1738717430
459,olivenza,38.6832,-7.103,2.95,84,1,1.92,ES,1738717431
460,plesetsk,62.708,40.2916,-20.09,100,87,1.61,RU,1738717432
461,bergen,60.392,5.328,6.23,87,75,7.72,NO,1738717433
462,canoinhas,-26.1772,-50.39,19.51,100,100,1.22,BR,1738717373
463,beolgyo,34.8449,127.3429,-1.79,56,23,4.64,KR,1738717435
464,mariehamn,60.0973,19.9348,1.92,100,100,7.72,AX,1738717175
465,shubarshi,48.5872,57.1869,-12.29,90,100,3.94,KZ,1738717438
466,aswan,24.0934,32.907,16.61,27,0,3.09,EG,1738717439
467,agat village,13.3886,144.6585,29.52,81,75,9.26,GU,1738717440
468,ta`u,-14.2336,-169.5144,28.33,71,25,3.33,AS,1738717441
469,tikhvin,59.6451,33.5294,-21.99,100,8,1.06,RU,1738717442
470,weno,7.4515,151.8468,28.97,79,100,4.12,FM,1738717443
471,gorodovikovsk,46.0878,41.9335,-1.41,86,9,2.88,RU,1738717444
472,nabire,-3.3667,135.4833,29.76,59,94,1.47,ID,1738717445
473,trinidad,-14.8333,-64.9,24.51,93,99,1.61,BO,1738717446
474,tazacorte,28.629,-17.9293,17.54,77,75,5.66,ES,1738717447
475,talara,-4.5772,-81.2719,25.42,69,0,7.2,PE,1738717448
476,ewo,-0.8725,14.8206,24.83,73,100,1.79,CG,1738717449
477,salekhard,66.53,66.6019,-24.35,98,100,3.05,RU,1738717450
478,weiser,44.251,-116.9693,2.95,94,100,2.02,US,1738717451
479,akureyri,65.6835,-18.0878,-4.26,70,10,7.25,IS,1738717452
480,padang,-0.9492,100.3543,26.03,71,93,1.38,ID,1738717413
481,broome,42.2506,-75.833,-4.08,75,100,5.14,US,1738717454
482,ripky,51.801,31.0838,-3.48,80,44,2.73,UA,1738717455
483,jayapura,-2.5333,140.7,29.66,63,100,1.34,ID,1738717456
484,zhezqazghan,47.7833,67.7667,-11.68,79,0,6.0,KZ,1738717458
485,ulsteinvik,62.3432,5.8487,5.17,90,100,1.79,NO,1738717459
486,bikenibeu village,1.3673,173.1241,30.98,70,20,7.72,KI,1738717460
487,dakhla,23.6848,-15.958,16.69,81,0,10.6,EH,1738717461
488,remire-montjoly,4.9167,-52.2667,24.02,100,100,1.03,GF,1738717462
489,champoton,19.35,-90.7167,24.4,78,1,6.02,MX,1738717463
490,twon-brass,4.3151,6.2418,27.76,82,73,5.61,NG,1738717464
491,motozintla,15.3667,-92.2333,13.95,92,0,2.01,MX,1738717465
492,kristiansund,63.1115,7.732,5.63,93,100,5.14,NO,1738717466
493,la passe,45.5549,-0.8967,6.87,75,4,1.36,FR,1738717467
494,nevada,39.2502,-116.7512,6.04,20,9,5.59,US,1738717468
495,wanning,18.8003,110.3967,18.82,77,100,1.9,CN,1738717469
496,los alamos,35.8881,-106.307,12.86,26,100,3.26,US,1738717201
497,wotje,9.4543,170.2367,26.78,84,99,10.38,MH,1738717471
498,ocean city,39.2776,-74.5746,2.77,59,3,4.21,US,1738717472
499,canmore,51.0834,-115.3521,-22.29,59,100,2.57,CA,1738717256
500,zhangjiakou,40.81,114.8794,-13.28,40,0,5.91,CN,1738717474
501,lerwick,60.1545,-1.1494,6.46,68,100,9.3,GB,1738717475
502,danane,7.2596,-8.155,21.09,29,5,0.17,CI,1738717477
503,brownfield,33.1812,-102.2744,13.55,59,100,5.49,US,1738717479
504,kyren,51.6828,102.1408,-12.96,95,100,1.38,RU,1738717481
505,laojunmiao,39.8333,97.7333,-13.32,66,100,1.26,CN,1738717482
506,naze,28.3667,129.4833,9.51,63,100,9.06,JP,1738717483
507,navalmoral de la mata,39.8916,-5.5406,5.58,78,32,0.58,ES,1738717484
508,at taj,24.2049,23.2857,13.28,44,100,4.89,LY,1738717485
509,sedziszow,50.5659,20.0556,-2.2,65,100,1.62,PL,1738717486
510,flin flon,54.7682,-101.865,-21.09,65,20,2.57,CA,1738717487
511,kartaly,53.0522,60.6467,-13.32,95,100,3.5,RU,1738717488
512,terter,40.345,46.9289,5.36,61,95,0.26,AZ,1738717489
513,torghay,49.6339,63.4981,-10.12,84,97,4.94,KZ,1738717490
514,naracoorte,-36.9579,140.7383,23.42,28,92,5.55,AU,1738717491
515,zanjan,36.6736,48.4787,0.1,47,65,1.57,IR,1738717492
516,nadym,65.5333,72.5167,-18.55,98,100,3.15,RU,1738717493
517,maitum,6.0392,124.4986,26.88,79,100,0.71,PH,1738717494
518,vega de alatorre,20.0333,-96.6333,23.21,90,37,3.0,MX,1738717495
519,sikasso,10.9167,-7.0,23.18,21,87,2.39,ML,1738717496
520,siguiri,11.6667,-9.5,24.65,16,100,2.07,GN,1738717395
521,tchintabaraden,15.8969,5.7985,21.8,17,100,4.77,NE,1738717499
522,"laikit, laikit ii (dimembe)",1.4792,124.9735,28.47,74,20,0.0,ID,1738717500
523,barceloneta,18.4505,-66.5385,25.72,84,25,4.42,PR,1738717434
524,florida,28.7505,-82.5001,17.17,79,0,0.0,US,1738717367
525,yuzhno-kurilsk,44.0306,145.8556,-1.58,75,3,8.3,RU,1738717503
526,nchelenge,-9.3451,28.734,20.18,94,100,2.66,ZM,1738717504
527,wulingyuan,29.3494,110.5441,5.61,68,100,2.35,CN,1738717505
528,fenyi,27.8112,114.6681,7.84,62,100,0.85,CN,1738717506
529,le lavandou,43.137,6.366,7.9,87,0,3.09,FR,1738717507
530,siddapur,14.3333,74.8833,16.79,70,7,2.03,IN,1738717508
531,itamaraca,-7.7478,-34.8256,25.19,86,100,4.41,BR,1738717266
532,baskale,38.0453,44.0172,-13.64,70,75,1.65,TR,1738717511
